participant,side,Sampler,seed,fold,sigma_noise,A_repulsion,gamma,sigma_update,eta_learning,sigma_boundary,alpha,train error,test error
QP0100,Asym_right,CMA-ES,6,1,0.43752099788770443,0.17238822090685535,0.9893806717871229,0.1166560209296834,0.058429496855124594,5.246357937869639,0.861867678324408,0.04873410189379577,0.09181785367564244
QP0100,Asym_right,CMA-ES,6,2,0.2738257166917201,0.19200358815060423,0.6534548331562773,0.27506000553733995,1.461154116175196,5.53000525858282,0.6842212214887726,0.03818101524079989,0.08903550849134148
QP0100,Asym_right,CMA-ES,7,1,0.41060693550529853,0.23328822633132892,0.7296512290198001,0.3694371769763517,1.0265901415917917,7.221082707154631,0.8455197846535363,0.03001287805731488,0.0746711009995493
QP0100,Asym_right,CMA-ES,7,2,0.3375727191819494,0.2086413336388735,0.9824474574796312,0.4443360538405731,1.7753090606593775,0.853717595335161,0.8101902054944121,0.028921461318014666,0.07835765246815923
QP0100,Asym_right,CMA-ES,8,1,0.29885275509693704,0.3451805086420564,0.780290739419124,0.2193301431488702,0.6222519657999553,3.082150672804589,0.5934920092558501,0.023335595480779743,0.05084669438747487
QP0100,Asym_right,CMA-ES,8,2,0.2939273614430486,0.4841459733646168,0.7227414913251938,0.6657546742011511,2.3600729006254895,2.6265363521711618,0.7811947291466941,0.04779407383518951,0.037036391877130835
QP0101,Asym_right,CMA-ES,1,1,0.24481169374830974,0.004784783686503508,0.804908487747954,0.253436542410762,1.8101446085738504,3.267452298448395,0.8423916129294462,0.10249554255065976,0.10114895173778554
QP0101,Asym_right,CMA-ES,1,2,0.21752693679360258,0.04042032330991649,0.9125699327254888,0.16546559612454348,1.0732690645740097,8.582886485686037,0.5548134054045445,0.07162262216434291,0.09253057683647126
QP0101,Asym_right,CMA-ES,2,1,0.18399380557763534,0.018782557017186743,0.8314481750785029,0.15915820994362617,2.333693384508915,4.116390978446549,0.6396043684398185,0.10912609355094668,0.0761087791009862
QP0101,Asym_right,CMA-ES,2,2,0.2520988720748754,0.0959293294226876,0.8921348315821037,0.3412892020133896,1.1043784521045847,7.622059236011491,0.6004587220391044,0.072491619218711,0.13797880927905284
QP0101,Asym_right,CMA-ES,3,1,0.31394703669999724,0.13414162945706576,0.9747908203015567,0.43264327018386983,2.763215568799768,1.893223467639983,0.6083841744487997,0.14199658608977317,0.06664763038096241
QP0101,Asym_right,CMA-ES,3,2,0.16886082562630933,0.0006645273646618821,0.9202415871992438,0.6284758098094358,0.554925279898927,6.709319878263906,0.6639891944630442,0.06543899737070469,0.16397932751467445
QP0101,Asym_right,CMA-ES,4,1,0.27540693150639,0.11307432269039683,0.9137593343664203,0.21395780076348497,1.4236607564964345,1.401978832735031,0.5395571017743405,0.08630969473224721,0.08585319394022342
QP0101,Asym_right,CMA-ES,4,2,0.15289673752538768,0.15191491236842258,0.807838690931163,0.17239506008083283,0.48911519508347423,0.3242209681885393,0.2477396766717358,0.07891535193632246,0.08554658207815236
QP0101,Asym_right,CMA-ES,5,1,0.2610217379645545,0.02570598842142177,0.9310592888608703,0.27025046514685597,0.9032691883413065,5.450862721742918,0.598287812332095,0.08161787213847532,0.09086249534762256
QP0101,Asym_right,CMA-ES,5,2,0.06043575669355681,0.29427050683390793,0.893128200551108,0.04672322525990022,0.045579051940036766,2.84690363973188,0.03802687309770847,0.08205416086052679,0.1357517359640376
