participant,Sampler,sigma_noise,A_repulsion,gamma,sigma_update,eta_learning,sigma_boundary,alpha,lambda_A,lambda_B,train_error
6363339,TPE,0.14510101441538392,0.17765474299393808,0.3422045364659362,0.26635987571788217,0.08093986410087399,4.98094224261577,0.4184459562595837,0.12642677814160197,0.0605081749496831,0.012396912274230705
6363334,TPE,0.2163625105749633,0.12841929132096053,0.052948158833592995,0.2843206518458784,0.03571758433392448,5.9147456342840625,0.5473188822080897,0.005452579558829676,0.0,0.00834843084783831
6363353,TPE,0.06599068460084292,0.3548390184419438,0.25734731526194954,0.37806446696605756,0.016256516618705204,7.773393087838245,0.22584705620615592,0.0,0.0056433459010231,0.005072334207492456
6363338,TPE,0.05510447267986339,0.46089623649735956,0.3687288352813982,0.5336905366080822,0.012738377058885128,1.0988753162337166,0.8504913218507508,0.18052293194658697,0.12654117163294798,0.04789193149241804
6363346,TPE,0.2716927742353927,0.13302064723013657,0.627539534351925,0.5303322025868329,0.09606520048916904,9.373259850572275,0.7081885566948357,0.058228779878249134,0.1083082471002752,0.01685485986914414
6363343,TPE,0.09816522919615767,0.22004556773319273,0.6394006092025042,0.6472307731768718,0.060074470412946425,3.8506241363828595,0.03405104083527055,0.004099641119653223,0.0,0.0066773871017329215
6363329,TPE,0.03844351200729786,0.12899681533759771,0.19382957533544923,0.24297659917737122,0.18881017818929852,8.928503920947676,0.37967256035555397,0.0077230689259081406,0.0,0.004144163162958995
6363354,TPE,0.12227726235469162,0.47760377241214896,0.2430338738975023,0.2765395272814974,0.061817864617833784,1.2932382425045164,0.9764323952509283,0.022512107143391517,0.0,0.01213891685760524
6363347,TPE,0.012150092449788902,0.3421993859706194,0.3909666588695898,0.1429345178739141,0.12580200076139963,6.55954008552046,0.058792063718954755,0.06056359302400325,0.03467044582926396,0.01326605258245522
6363328,TPE,0.012854815278746021,0.23136853437027813,0.30165755680169776,0.5664233086208996,0.10020807342757226,6.68794413768749,0.7472115716011081,0.010157170479561122,0.022085324032138715,0.006127113825300908
6363330,TPE,0.16454761664701661,0.3517850266029017,0.463195593339086,0.2123068152354384,0.0704451104619391,9.242850207341668,0.6480657489655162,0.05173699945230845,0.03204113875802922,0.018044551617372624
6363341,TPE,0.15651887194437059,0.4983649036559318,0.162285242658661,0.20151863224429575,0.10518271877383155,7.5349494264210035,0.6789230188727904,0.011976063466986285,0.045340106494344154,0.030970043374713423
6363407,TPE,0.026332487709933024,0.14295300192218252,0.5076748371683815,0.5457510486939483,0.016754087206944226,1.1684174459281804,0.5271380961388632,0.008608115960945911,0.020065347351431447,0.005093154760374327
6363430,TPE,0.12883345637690163,0.3163682234743075,0.5400437796444976,0.16476604892599994,0.08152981996105263,4.69341495809368,0.7422640705194845,0.0,0.00441792513672875,0.00996815381317312
6363368,TPE,0.14536409379339998,0.21900778172781932,0.3117361125492978,0.5489409153750081,0.016920996819373604,0.466561756956142,0.2924005065814013,0.04728830542372138,0.08058930401244713,0.022465481755981252
6363349,TPE,0.1739924462806765,0.4369232877112716,0.527937199515644,0.22485486715523548,0.1225385340376069,7.455857031829625,0.8602698844310899,0.052645306644026,0.06782769850408124,0.011198489343136848
6363364,TPE,0.12329949493256859,0.499905978448964,0.5512147567077275,0.26963239473274486,0.19961338799502804,1.0119444623169132,0.9579814493794733,0.0,0.0,0.006248807146968772
6269773,TPE,0.01122658380742438,0.2335231877835979,0.25051032467837114,0.4665772131992932,0.19330359363165386,3.908761794172865,0.7205552408771468,0.010661751510654204,0.0,0.0031389083915265327
